Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pooling,55628,0,1700,1514.8508646321065,214.1313012689352,2965.502635575831,153.40157834184222,61.93119141969168,0.0,1700,1700,1700,1700,1800,1800,1800,1900,2900,2900,3000
,Aggregated,55628,0,1700,1514.8508646321065,214.1313012689352,2965.502635575831,153.40157834184222,61.93119141969168,0.0,1700,1700,1700,1700,1800,1800,1800,1900,2900,2900,3000
