Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pooling,97661,0,860,866.1823674603213,36.70639800839126,1162.3340719379485,155.56859954331821,108.64470109937905,0.0,860,900,980,1000,1000,1100,1100,1100,1100,1100,1200
,Aggregated,97661,0,860,866.1823674603213,36.70639800839126,1162.3340719379485,155.56859954331821,108.64470109937905,0.0,860,900,980,1000,1000,1100,1100,1100,1100,1100,1200
