Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,59302,0,1500.0,1425.6153886082814,88.48001500882674,2357.868088001851,89.91332501433341,66.0676262143657,0.0,1500,1500,1600,1600,1600,1700,1800,1800,2000,2400,2400
,Aggregated,59302,0,1500.0,1425.6153886082814,88.48001500882674,2357.868088001851,89.91332501433341,66.0676262143657,0.0,1500,1500,1600,1600,1600,1700,1800,1800,2000,2400,2400
