Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,63750,0,1400.0,1326.7010635839447,101.11484699882567,2512.391022988595,89.63098039215686,71.07258049888318,0.0,1400,1400,1400,1500,1500,1600,1600,1700,2500,2500,2500
,Aggregated,63750,0,1400.0,1326.7010635839447,101.11484699882567,2512.391022988595,89.63098039215686,71.07258049888318,0.0,1400,1400,1400,1500,1500,1600,1600,1700,2500,2500,2500
