Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pooling,79666,0,1100,1060.469511470985,33.264544093981385,1482.5478291604668,143.6819220244521,88.62230597029523,0.0,1100,1100,1200,1200,1200,1200,1200,1200,1300,1300,1500
,Aggregated,79666,0,1100,1060.469511470985,33.264544093981385,1482.5478291604668,143.6819220244521,88.62230597029523,0.0,1100,1100,1200,1200,1200,1200,1200,1200,1300,1300,1500
