Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pooling,96742,0,870,874.3254826394638,31.242107041180134,1132.6239400077611,143.77088544789234,107.6365163187679,0.0,870,900,990,1000,1000,1100,1100,1100,1100,1100,1100
,Aggregated,96742,0,870,874.3254826394638,31.242107041180134,1132.6239400077611,143.77088544789234,107.6365163187679,0.0,870,900,990,1000,1000,1100,1100,1100,1100,1100,1100
