Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pooling,68268,0,600,536.3307926088563,63.23561899989727,1124.773142999402,144.86992441553875,162.88052921708447,0.0,600,620,640,650,670,710,820,910,1000,1100,1100
,Aggregated,68268,0,600,536.3307926088563,63.23561899989727,1124.773142999402,144.86992441553875,162.88052921708447,0.0,600,620,640,650,670,710,820,910,1000,1100,1100
