Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pooling,75451,0,460,484.51466692698943,46.89943417906761,1251.1110566556454,153.36035307683133,179.9435858339771,0.0,460,530,570,610,730,870,970,1000,1100,1200,1300
,Aggregated,75451,0,460,484.51466692698943,46.89943417906761,1251.1110566556454,153.36035307683133,179.9435858339771,0.0,460,530,570,610,730,870,970,1000,1100,1200,1300
