Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pooling,64026,0,480,570.0004238076618,46.040963381528854,7734.405964612961,153.1396620123075,152.78968552821016,0.0,480,550,600,630,760,920,2500,3900,7500,7600,7700
,Aggregated,64026,0,480,570.0004238076618,46.040963381528854,7734.405964612961,153.1396620123075,152.78968552821016,0.0,480,550,600,630,760,920,2500,3900,7500,7600,7700
