Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pooling,67982,0,600,538.6340714147707,63.248256001315895,1088.802898000722,144.67551704863052,162.23394787225607,0.0,600,630,640,650,670,700,770,880,1000,1100,1100
,Aggregated,67982,0,600,538.6340714147707,63.248256001315895,1088.802898000722,144.67551704863052,162.23394787225607,0.0,600,630,640,650,670,700,770,880,1000,1100,1100
