Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pooling,75646,0,450,482.6630257651467,38.83844614028931,1219.2203514277935,153.40138275652382,180.39042137574654,0.0,450,520,570,610,750,890,970,1000,1100,1200,1200
,Aggregated,75646,0,450,482.6630257651467,38.83844614028931,1219.2203514277935,153.40138275652382,180.39042137574654,0.0,450,520,570,610,750,890,970,1000,1100,1200,1200
