Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,61307,0,1500.0,1379.8457404484361,119.3236569815781,2246.301139006391,82.11582690394245,68.3214514184723,0.0,1500,1600,1600,1700,1700,1800,1900,2000,2100,2200,2200
,Aggregated,61307,0,1500.0,1379.8457404484361,119.3236569815781,2246.301139006391,82.11582690394245,68.3214514184723,0.0,1500,1600,1600,1700,1700,1800,1900,2000,2100,2200,2200
