Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pooling,78170,0,1100,1078.3273041412258,163.25436905026436,1812.0132870972157,155.63401560701035,86.92834250669611,0.0,1100,1100,1100,1100,1400,1400,1500,1500,1600,1600,1800
,Aggregated,78170,0,1100,1078.3273041412258,163.25436905026436,1812.0132870972157,155.63401560701035,86.92834250669611,0.0,1100,1100,1100,1100,1400,1400,1500,1500,1600,1600,1800
