Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pooling,125485,0,720,669.0650701847901,162.19548881053925,1177.656378597021,155.67314818504204,139.654414960203,0.0,720,730,740,750,770,780,800,820,990,1200,1200
,Aggregated,125485,0,720,669.0650701847901,162.19548881053925,1177.656378597021,155.67314818504204,139.654414960203,0.0,720,730,740,750,770,780,800,820,990,1200,1200
