Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,135017,0,560,624.9706453001974,163.96085545420647,1776.7750173807144,89.68940948176896,150.11526520154956,0.0,560,700,790,850,1000,1400,1500,1500,1600,1800,1800
,Aggregated,135017,0,560,624.9706453001974,163.96085545420647,1776.7750173807144,89.68940948176896,150.11526520154956,0.0,560,700,790,850,1000,1400,1500,1500,1600,1800,1800
