Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,75333,9752,1200.0,1104.714709823088,16.024389304220676,5789.866912178695,67.31293058818844,83.74350580594543,10.840755958472116,1200,1400,1400,1500,1800,2000,2300,2400,4500,5600,5800
,Aggregated,75333,9752,1200.0,1104.714709823088,16.024389304220676,5789.866912178695,67.31293058818844,83.74350580594543,10.840755958472116,1200,1400,1400,1500,1800,2000,2300,2400,4500,5600,5800
