Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,100,100,60000.0,56419.10010165535,32074.245624942705,60161.063667037524,185.4,0.3428377955864481,0.3428377955864481,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
,Aggregated,100,100,60000.0,56419.10010165535,32074.245624942705,60161.063667037524,185.4,0.3428377955864481,0.3428377955864481,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
