Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,81666,0,1000.0,1038.964353128697,48.913574777543545,3058.6030622944236,72.09711507849043,90.76477035489928,0.0,1000,1200,1300,1400,1600,1700,2000,2100,2400,2600,3100
,Aggregated,81666,0,1000.0,1038.964353128697,48.913574777543545,3058.6030622944236,72.09711507849043,90.76477035489928,0.0,1000,1200,1300,1400,1600,1700,2000,2100,2400,2600,3100
