Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,110297,0,740.0,769.9768416289552,40.73001258075237,42505.979323759675,72.10796304523242,122.56742894988835,0.0,740,850,920,970,1100,1200,1300,1400,1700,36000,43000
,Aggregated,110297,0,740.0,769.9768416289552,40.73001258075237,42505.979323759675,72.10796304523242,122.56742894988835,0.0,740,850,920,970,1100,1200,1300,1400,1700,36000,43000
