Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,94916,0,950.0,892.6985258668512,50.9136701002717,5059.765710495412,77.26782628850773,105.71014363249296,0.0,950,1000,1100,1100,1300,1400,1500,1700,2000,2100,5100
,Aggregated,94916,0,950.0,892.6985258668512,50.9136701002717,5059.765710495412,77.26782628850773,105.71014363249296,0.0,950,1000,1100,1100,1300,1400,1500,1700,2000,2100,5100
