Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,1361,1356,60000.0,60026.68857763803,41832.368650473654,61094.255215488374,0.2703894195444526,1.5153876993438726,1.509820514555688,60000,60000,60000,60000,60000,60000,60000,60000,60000,61000,61000
,Aggregated,1361,1356,60000.0,60026.68857763803,41832.368650473654,61094.255215488374,0.2703894195444526,1.5153876993438726,1.509820514555688,60000,60000,60000,60000,60000,60000,60000,60000,60000,61000,61000
