Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,143502,0,540.0,585.2641735243412,80.46277612447739,2583.0767676234245,89.66316148903849,159.42337850224516,0.0,540,670,760,820,1000,1200,1400,1400,1700,2400,2600
,Aggregated,143502,0,540.0,585.2641735243412,80.46277612447739,2583.0767676234245,89.66316148903849,159.42337850224516,0.0,540,670,760,820,1000,1200,1400,1400,1700,2400,2600
