Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,141314,0,550.0,595.9690735195122,81.19228854775429,1942.386880517006,89.67268635803954,156.99316928513744,0.0,550,670,750,810,1000,1200,1400,1400,1600,1900,1900
,Aggregated,141314,0,550.0,595.9690735195122,81.19228854775429,1942.386880517006,89.67268635803954,156.99316928513744,0.0,550,670,750,810,1000,1200,1400,1400,1600,1900,1900
