Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,127844,0,570.0,631.3350216810843,111.72226071357727,5895.756334066391,89.60361847251338,148.21554509357148,0.0,570,720,810,870,1100,1500,1600,1700,1900,4400,5900
,Aggregated,127844,0,570.0,631.3350216810843,111.72226071357727,5895.756334066391,89.60361847251338,148.21554509357148,0.0,570,720,810,870,1100,1500,1600,1700,1900,4400,5900
