Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pooling,54684,0,1700,1540.3066158702266,213.23206461966038,3019.620700739324,153.43385633823422,60.90102762564218,0.0,1700,1700,1700,1800,1800,1800,1900,2000,3000,3000,3000
,Aggregated,54684,0,1700,1540.3066158702266,213.23206461966038,3019.620700739324,153.43385633823422,60.90102762564218,0.0,1700,1700,1700,1800,1800,1800,1900,2000,3000,3000,3000
