Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pooling,80436,0,1000,1049.159129761127,212.64582872390747,1622.3245253786445,153.36330747426524,89.48225653720365,0.0,1000,1100,1100,1100,1300,1400,1400,1500,1500,1600,1600
,Aggregated,80436,0,1000,1049.159129761127,212.64582872390747,1622.3245253786445,153.36330747426524,89.48225653720365,0.0,1000,1100,1100,1100,1300,1400,1400,1500,1500,1600,1600
